Class,CloseTime,30m0,30mvolume0,30m1,30mvolume1,30m2,30mvolume2,30m3,30mvolume3,30m4,30mvolume4,30m5,30mvolume5,30m6,30mvolume6,30m7,30mvolume7,30m8,30mvolume8,30m9,30mvolume9,30m10,30mvolume10,30m11,30mvolume11,30m12,30mvolume12,30m13,30mvolume13,30m14,30mvolume14,30m15,30mvolume15,4h0,4hvolume0,4h1,4hvolume1,4h2,4hvolume2,4h3,4hvolume3,4h4,4hvolume4,4h5,4hvolume5,4h6,4hvolume6,4h7,4hvolume7,4h8,4hvolume8,4h9,4hvolume9,4h10,4hvolume10,4h11,4hvolume11,4h12,4hvolume12,4h13,4hvolume13,4h14,4hvolume14,4h15,4hvolume15
Push,1534274999999,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,256.65,9252.86075,259.56,10671.46321,254.48,11667.03345,253.45,13151.64079,257.57,11913.9558,263.71,6585.98445,266.69,6602.31779,265.43,10183.1776,262.49,8442.04912,260.74,7242.68707,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534,325.16,18634.18949,321.99,49252.26061
Push,1534276799999,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,256.65,9252.86075,259.56,10671.46321,254.48,11667.03345,253.45,13151.64079,257.57,11913.9558,263.71,6585.98445,266.69,6602.31779,265.43,10183.1776,262.49,8442.04912,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534,325.16,18634.18949
Push,1534280399999,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,256.65,9252.86075,259.56,10671.46321,254.48,11667.03345,253.45,13151.64079,257.57,11913.9558,263.71,6585.98445,266.69,6602.31779,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534,325.16,18634.18949
Push,1534283999999,262.41,5384.56238,261.7,6454.34326,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,256.65,9252.86075,259.56,10671.46321,254.48,11667.03345,253.45,13151.64079,257.57,11913.9558,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534,325.16,18634.18949
Push,1534285799999,262.05,6891.77007,262.41,5384.56238,261.7,6454.34326,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,256.65,9252.86075,259.56,10671.46321,254.48,11667.03345,253.45,13151.64079,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534,325.16,18634.18949
Push,1534291199999,278.41,12707.38405,276.95,13963.34573,265.88,9092.84798,262.05,6891.77007,262.41,5384.56238,261.7,6454.34326,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,256.65,9252.86075,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534
Push,1534292999999,279.0,17166.37551,278.41,12707.38405,276.95,13963.34573,265.88,9092.84798,262.05,6891.77007,262.41,5384.56238,261.7,6454.34326,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,257.26,9277.5901,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534
Push,1534294799999,282.73,8424.15012,279.0,17166.37551,278.41,12707.38405,276.95,13963.34573,265.88,9092.84798,262.05,6891.77007,262.41,5384.56238,261.7,6454.34326,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,259.07,6812.49864,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534
Push,1534296599999,279.53,7410.75464,282.73,8424.15012,279.0,17166.37551,278.41,12707.38405,276.95,13963.34573,265.88,9092.84798,262.05,6891.77007,262.41,5384.56238,261.7,6454.34326,258.8,8787.69752,261.0,6624.8643,260.61,7501.58131,259.38,6914.62093,257.28,6401.6475,256.24,6351.42459,255.0,8101.14043,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597,322.09,18851.1359,322.14,15291.57534
Push,1534319999999,283.99,10169.85089,282.12,7998.79884,280.28,6633.34626,280.18,7492.88246,279.78,5842.40696,282.5,9866.08259,286.07,9293.05505,284.74,7778.48475,285.37,6760.87131,285.48,10091.99153,286.0,10835.75513,287.43,17710.14588,282.49,8701.15803,279.53,7410.75464,282.73,8424.15012,279.0,17166.37551,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597
Push,1534325399999,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,283.99,10169.85089,282.12,7998.79884,280.28,6633.34626,280.18,7492.88246,279.78,5842.40696,282.5,9866.08259,286.07,9293.05505,284.74,7778.48475,285.37,6760.87131,285.48,10091.99153,286.0,10835.75513,287.43,17710.14588,282.49,8701.15803,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597
Push,1534330799999,280.12,8208.0824,281.89,5304.26609,282.35,5951.97428,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,283.99,10169.85089,282.12,7998.79884,280.28,6633.34626,280.18,7492.88246,279.78,5842.40696,282.5,9866.08259,286.07,9293.05505,284.74,7778.48475,285.37,6760.87131,285.48,10091.99153,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597
Push,1534332599999,281.44,6247.69102,280.12,8208.0824,281.89,5304.26609,282.35,5951.97428,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,283.99,10169.85089,282.12,7998.79884,280.28,6633.34626,280.18,7492.88246,279.78,5842.40696,282.5,9866.08259,286.07,9293.05505,284.74,7778.48475,285.37,6760.87131,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263,320.41,22045.80597
Push,1534334399999,283.91,8396.01316,281.44,6247.69102,280.12,8208.0824,281.89,5304.26609,282.35,5951.97428,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,283.99,10169.85089,282.12,7998.79884,280.28,6633.34626,280.18,7492.88246,279.78,5842.40696,282.5,9866.08259,286.07,9293.05505,284.74,7778.48475,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263
Push,1534339799999,285.0,9043.07767,284.68,6415.71476,282.43,6500.94104,283.91,8396.01316,281.44,6247.69102,280.12,8208.0824,281.89,5304.26609,282.35,5951.97428,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,283.99,10169.85089,282.12,7998.79884,280.28,6633.34626,280.18,7492.88246,279.78,5842.40696,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263
Push,1534345199999,287.62,5006.76889,284.98,7307.18557,282.81,6810.23997,285.0,9043.07767,284.68,6415.71476,282.43,6500.94104,283.91,8396.01316,281.44,6247.69102,280.12,8208.0824,281.89,5304.26609,282.35,5951.97428,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,283.99,10169.85089,282.12,7998.79884,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857,317.89,11449.83263
Pull,1534348799999,293.52,9530.09538,290.99,20179.167,287.62,5006.76889,284.98,7307.18557,282.81,6810.23997,285.0,9043.07767,284.68,6415.71476,282.43,6500.94104,283.91,8396.01316,281.44,6247.69102,280.12,8208.0824,281.89,5304.26609,282.35,5951.97428,281.31,5929.92573,285.78,6513.03484,287.22,8321.59384,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736,319.61,29872.3857
Push,1534375799999,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,286.84,10946.83306,287.98,14130.57139,293.95,9578.53256,297.52,10422.37589,299.21,6389.88816,299.93,8231.78362,299.34,12472.15474,304.19,12111.6159,300.19,13665.16784,293.52,9530.09538,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601,317.37,42518.91736
Push,1534377599999,281.12,14640.47566,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,286.84,10946.83306,287.98,14130.57139,293.95,9578.53256,297.52,10422.37589,299.21,6389.88816,299.93,8231.78362,299.34,12472.15474,304.19,12111.6159,300.19,13665.16784,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601
Push,1534384799999,281.04,6229.88811,279.31,5364.12659,283.23,5797.14583,279.85,7464.64388,281.12,14640.47566,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,286.84,10946.83306,287.98,14130.57139,293.95,9578.53256,297.52,10422.37589,299.21,6389.88816,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601
Push,1534386599999,282.43,4924.65827,281.04,6229.88811,279.31,5364.12659,283.23,5797.14583,279.85,7464.64388,281.12,14640.47566,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,286.84,10946.83306,287.98,14130.57139,293.95,9578.53256,297.52,10422.37589,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601
Push,1534390199999,283.97,7138.68654,284.0,9095.6159,282.43,4924.65827,281.04,6229.88811,279.31,5364.12659,283.23,5797.14583,279.85,7464.64388,281.12,14640.47566,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,286.84,10946.83306,287.98,14130.57139,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471,318.55,52090.09601
Push,1534391999999,281.58,6385.75383,283.97,7138.68654,284.0,9095.6159,282.43,4924.65827,281.04,6229.88811,279.31,5364.12659,283.23,5797.14583,279.85,7464.64388,281.12,14640.47566,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,286.84,10946.83306,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471
Push,1534393799999,281.91,6006.6215,281.58,6385.75383,283.97,7138.68654,284.0,9095.6159,282.43,4924.65827,281.04,6229.88811,279.31,5364.12659,283.23,5797.14583,279.85,7464.64388,281.12,14640.47566,279.86,10793.10866,286.45,9247.72513,290.07,6410.94231,289.39,7214.12407,286.7,9579.57754,287.37,4943.88344,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471
Push,1534402799999,283.55,3392.45785,283.8,3932.35939,283.83,4513.9776,283.15,3341.60843,283.23,3152.08032,281.91,6006.6215,281.58,6385.75383,283.97,7138.68654,284.0,9095.6159,282.43,4924.65827,281.04,6229.88811,279.31,5364.12659,283.23,5797.14583,279.85,7464.64388,281.12,14640.47566,279.86,10793.10866,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076,267.05,123329.19546,283.81,24587.99856,288.7,91059.2998,300.4,67584.52471
Push,1534453199999,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,291.99,1959.12356,289.61,1792.59205,290.99,3724.16678,292.71,3097.33556,290.46,1865.21084,290.27,4041.43447,291.32,2465.90935,292.79,5414.0023,288.09,2304.67412,291.09,2505.15273,292.19,6263.25721,289.17,8083.38403,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076
Push,1534454999999,284.11,4585.03274,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,291.99,1959.12356,289.61,1792.59205,290.99,3724.16678,292.71,3097.33556,290.46,1865.21084,290.27,4041.43447,291.32,2465.90935,292.79,5414.0023,288.09,2304.67412,291.09,2505.15273,292.19,6263.25721,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076
Push,1534456799999,284.63,1304.04227,284.11,4585.03274,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,291.99,1959.12356,289.61,1792.59205,290.99,3724.16678,292.71,3097.33556,290.46,1865.21084,290.27,4041.43447,291.32,2465.90935,292.79,5414.0023,288.09,2304.67412,291.09,2505.15273,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076
Push,1534460399999,285.23,1665.82346,287.17,1791.65183,284.63,1304.04227,284.11,4585.03274,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,291.99,1959.12356,289.61,1792.59205,290.99,3724.16678,292.71,3097.33556,290.46,1865.21084,290.27,4041.43447,291.32,2465.90935,292.79,5414.0023,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076
Push,1534462199999,284.45,1932.97649,285.23,1665.82346,287.17,1791.65183,284.63,1304.04227,284.11,4585.03274,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,291.99,1959.12356,289.61,1792.59205,290.99,3724.16678,292.71,3097.33556,290.46,1865.21084,290.27,4041.43447,291.32,2465.90935,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706,269.22,83398.9076
Push,1534465799999,287.34,2171.84694,287.17,1615.42318,284.45,1932.97649,285.23,1665.82346,287.17,1791.65183,284.63,1304.04227,284.11,4585.03274,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,291.99,1959.12356,289.61,1792.59205,290.99,3724.16678,292.71,3097.33556,290.46,1865.21084,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706
Pull,1534474799999,297.33,9264.32427,293.38,4659.06065,291.37,2642.25456,293.42,3366.44446,292.23,3212.36731,287.34,2171.84694,287.17,1615.42318,284.45,1932.97649,285.23,1665.82346,287.17,1791.65183,284.63,1304.04227,284.11,4585.03274,283.18,5387.934,287.29,4701.58799,291.49,1376.5539,291.2,1456.92753,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425,259.56,79217.62221,260.74,68708.4706
Push,1534501799999,296.62,12000.67143,301.16,4735.12214,301.24,7596.45703,299.45,5581.86827,300.01,5962.61189,302.01,8716.37067,301.14,6347.75641,300.93,10653.73699,299.46,6383.11475,298.0,6746.92738,297.9,6899.46179,298.08,8911.59554,299.89,5393.23586,296.93,3581.81768,299.17,7029.27309,297.33,9264.32427,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529,260.61,60613.36425
Push,1534516199999,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,298.62,5338.2616,298.59,5262.43875,298.8,4362.16947,298.3,3524.47226,296.56,9826.13074,296.62,12000.67143,301.16,4735.12214,301.24,7596.45703,299.45,5581.86827,300.01,5962.61189,302.01,8716.37067,301.14,6347.75641,300.93,10653.73699,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215,278.41,69906.81529
Push,1534523399999,298.91,6121.92499,295.57,5451.71329,296.01,5417.28545,294.83,7161.49758,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,298.62,5338.2616,298.59,5262.43875,298.8,4362.16947,298.3,3524.47226,296.56,9826.13074,296.62,12000.67143,301.16,4735.12214,301.24,7596.45703,299.45,5581.86827,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215
Push,1534528799999,303.84,11000.33941,302.98,13385.02705,301.08,12199.12446,298.91,6121.92499,295.57,5451.71329,296.01,5417.28545,294.83,7161.49758,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,298.62,5338.2616,298.59,5262.43875,298.8,4362.16947,298.3,3524.47226,296.56,9826.13074,296.62,12000.67143,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215
Push,1534530599999,298.67,9167.84974,303.84,11000.33941,302.98,13385.02705,301.08,12199.12446,298.91,6121.92499,295.57,5451.71329,296.01,5417.28545,294.83,7161.49758,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,298.62,5338.2616,298.59,5262.43875,298.8,4362.16947,298.3,3524.47226,296.56,9826.13074,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215
Push,1534532399999,304.0,8295.53081,298.67,9167.84974,303.84,11000.33941,302.98,13385.02705,301.08,12199.12446,298.91,6121.92499,295.57,5451.71329,296.01,5417.28545,294.83,7161.49758,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,298.62,5338.2616,298.59,5262.43875,298.8,4362.16947,298.3,3524.47226,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215
Push,1534534199999,302.05,7096.29621,304.0,8295.53081,298.67,9167.84974,303.84,11000.33941,302.98,13385.02705,301.08,12199.12446,298.91,6121.92499,295.57,5451.71329,296.01,5417.28545,294.83,7161.49758,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,298.62,5338.2616,298.59,5262.43875,298.8,4362.16947,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078,285.37,87101.20215
Push,1534539599999,300.53,6336.51429,300.04,6809.50697,302.14,7789.80723,302.05,7096.29621,304.0,8295.53081,298.67,9167.84974,303.84,11000.33941,302.98,13385.02705,301.08,12199.12446,298.91,6121.92499,295.57,5451.71329,296.01,5417.28545,294.83,7161.49758,293.22,9246.21608,297.58,8788.36533,299.02,9375.12314,302.14,75055.8999,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136,283.99,65074.9078
Pull,1534552199999,316.26,8176.89457,317.51,4779.59192,313.48,3983.65451,315.69,8448.43223,313.5,16823.54995,307.25,9111.23789,302.78,5598.08022,300.53,6336.51429,300.04,6809.50697,302.14,7789.80723,302.05,7096.29621,304.0,8295.53081,298.67,9167.84974,303.84,11000.33941,302.98,13385.02705,301.08,12199.12446,317.51,61890.56798,302.14,75055.8999,295.57,56040.90122,298.8,53589.50323,302.01,60052.19939,296.93,35927.38896,287.17,22984.47196,291.49,19313.34469,291.32,45131.3337,295.22,55434.74907,289.19,40400.83673,281.58,52400.51895,281.12,73776.66987,287.98,87002.0901,293.52,70793.19028,283.91,54872.58136
